ID,YEAR,SEX,ETHNICITY,FSE,AdmitMode,FirstSch,CurrSch,ParIncome,FatherEd,MotherEd,FirstGen,PGPA_NS,PGPA_BA,PGPA_EN,PGPA_LA,HS Calc,UTMA,ALEKS DATE-1,AGGR SCORE-1,RADICALS-1,NUMBERS-1,EQUATIONS-1,FUNCTIONS-1,POLYNOMIALS-1,RATIONAL-EXP-1,LOGARITHMS-1,TRIG-1,ALEKS DATE-H,AGGR SCORE-H,RADICALS-H,NUMBERS-H,EQUATIONS-H,FUNCTIONS-H,POLYNOMIALS-H,RATIONAL-EXP-H,LOGARITHMS-H,TRIG-H,SATQ,SATV,SATTot,ACTMath,ACTENG,ACTComp,AP-BIO,AP-CALC-AB,AP-CALC-BC,AP-CALC-AB-SUB,AP-CHEM,AP-CS-A,AP-CS-AB,UT-GPA,Math Course,Math Grade,Chem Course,Chem Grade,Bio Course,Bio Grade,CS Course,CS Grade,Math GPA,Math P/F
1789,2014,W,,20146,2,L,L,B,1,1,Y,2.593,2.2,2.238,2.361,,2,5/30/14,28,24,82,27,15,50,15,0,22,7/4/14,34,18,94,50,21,45,15,7,25,470,410,880,,,,,,,,,,,2.6923,,,301,F,,,,,,
1790,2014,M,,20149,2,E,E,C,2,4,N,3.953,3.747,3.601,3.65,,15,5/28/14,72,82,100,88,76,82,55,21,59,8/11/14,97,100,100,100,100,91,100,86,94,710,720,1430,32,30,33,4,,,,4,,,2.6923,408C,B,,,,,,,3,1
1791,2014,W,,20146,2,U,U,,4,4,N,,,,,,12,7/16/14,89,88,100,100,94,91,90,64,78,7/21/14,91,88,100,100,94,91,90,79,84,610,580,1190,,,,,,,,,,,2.6923,408C,B,,,,,,,3,1
1792,2014,W,,20149,2,E,E,D,2,4,N,3.333,2.88,2.933,2.916,A,13,5/28/14,88,82,100,96,94,91,85,71,78,5/28/14,88,82,100,96,94,91,85,71,78,590,580,1170,,,,,4,,,2,,,2.6923,408S,Q,301,B+,311C,B+,,,0,0
1793,2014,W,,20149,2,U,U,F,6,4,N,2.993,2.54,2.538,2.701,A,,8/5/14,66,76,100,77,65,82,50,21,56,8/5/14,66,76,100,77,65,82,50,21,56,530,570,1100,,,,,2,,,,,,2.6923,,,301,B-,,,,,,
1794,2014,W,,20149,2,3,3,A,,,U,3.343,2.8,2.928,2.931,A,,6/7/14,45,24,100,54,50,64,25,0,31,6/7/14,45,24,100,54,50,64,25,0,31,620,590,1210,,,,,2,,,,,,2.6923,,,,,,,,,,
1795,2014,W,,20149,2,U,U,,,,U,2.328,2.561,2.059,2.868,,,8/1/14,94,94,100,100,100,91,90,71,94,8/1/14,94,94,100,100,100,91,90,71,94,,,,25,31,28,,,,,,,,2.6923,,,,,,,,,,
1796,2014,M,,20149,2,E,E,H,5,5,N,4.253,3.566,3.897,3.628,A,16,5/28/14,96,100,100,100,97,91,100,71,100,5/28/14,96,100,100,100,97,91,100,71,100,800,720,1520,,,,,,5,5,,5,,2.6923,408M,A,,,,,314H,A,4,1
1797,2014,M,,20149,2,E,E,H,5,5,N,3.523,3.595,3.244,3.805,R,15,5/29/14,80,82,100,96,88,86,65,43,69,5/29/14,80,82,100,96,88,86,65,43,69,800,720,1520,36,34,35,,,,,,,,2.6923,408C,A,301,A,311C,A,,,4,1
1798,2014,M,,20149,2,E,E,A,5,6,N,2.893,2.756,2.525,2.67,,10,6/27/14,70,76,100,88,65,91,50,7,69,6/27/14,70,76,100,88,65,91,50,7,69,540,470,1010,22,18,21,,,,,,,,2.6923,,,301,D+,311C,D+,,,,
1799,2014,M,,20149,4,U,U,H,4,4,N,,,,,,,,,,,,,,,,,,,,,,,,,,,550,630,1180,24,28,27,,,,,,,,2.6923,,,304K,Q,,,,,,
1800,2014,M,,20149,2,4,4,H,5,3,N,3.503,2.894,3.129,3.154,A,9,5/27/14,66,82,100,85,65,82,40,29,50,5/28/14,88,94,100,100,91,91,85,71,72,650,630,1280,27,28,29,,2,,,,,,2.6923,408C,B,301,B-,,,,,3,1
1801,2014,M,,20142,6,L,L,H,4,4,N,,,,,,13,8/24/14,81,94,100,100,68,91,90,50,66,8/24/14,81,94,100,100,68,91,90,50,66,,,,,,,,,,,,,,2.6923,408K,D+,,,301L,A,,,1.333,0
1802,2014,W,,20149,2,L,L,H,5,5,N,3.373,2.572,3.041,3.34,R,,7/3/14,47,41,100,69,47,55,30,0,28,7/3/14,47,41,100,69,47,55,30,0,28,650,680,1330,,,,,,,,,,,2.6923,,,,,309D,A,,,,
1803,2014,W,,20149,2,E,E,,4,4,N,2.083,2.142,1.599,2.461,,12,5/21/14,95,100,100,100,100,91,100,64,94,5/21/14,95,100,100,100,100,91,100,64,94,520,540,1060,23,22,21,,,,,,,,2.6923,,,301,Q,,,,,,
1804,2014,W,,20149,2,4,4,H,5,6,N,3.783,3.749,3.559,3.76,,17,5/29/14,95,100,100,100,97,91,100,64,97,5/29/14,95,100,100,100,97,91,100,64,97,680,670,1350,31,36,35,,,,,4,,,2.6923,408C,A,,,,,,,4,1
1805,2014,M,,20149,2,4,4,C,4,4,N,3.543,2.642,3.201,3.24,A,15,8/29/14,91,94,100,100,94,91,90,86,78,8/29/14,91,94,100,100,94,91,90,86,78,750,620,1370,,,,,,,,,,,2.6923,408C,A,301,B+,,,,,4,1
1806,2014,M,,20149,2,4,4,A,3,3,N,3.683,3.668,3.519,3.671,,8,6/12/14,64,53,100,85,65,77,50,14,56,8/6/14,76,94,100,92,68,91,75,0,75,660,630,1290,28,33,31,,,,,,,,2.6923,408K,Q,301,C,,,,,0,0
1807,2014,M,,20149,2,4,4,B,2,2,Y,4.033,3.931,3.719,3.77,A,16,6/14/14,92,100,100,100,100,91,95,64,81,6/14/14,92,100,100,100,100,91,95,64,81,720,800,1520,34,30,33,,5,,,,,,2.6923,408C,A-,,,,,,,3.666,1
1808,2014,M,,20149,2,E,E,F,5,5,N,3.363,3.205,2.988,3.183,R,12,5/26/14,86,88,100,100,100,91,85,36,72,5/26/14,86,88,100,100,100,91,85,36,72,600,610,1210,25,26,25,,,,,,,,2.6923,408C,Q,301,A-,311C,B,,,0,0
1809,2014,M,,20142,5,U,U,,3,4,N,,,,,,,9/2/14,74,94,100,96,65,91,75,29,47,1/9/14,77,76,100,96,71,91,85,14,72,,,,,,,,,,,,,,2.6923,408K,Q,,,,,,,0,0
1810,2014,M,,20142,2,E,E,C,4,2,N,3.213,2.638,2.825,2.702,,14,8/12/14,75,82,100,88,65,91,75,21,72,8/12/14,75,82,100,88,65,91,75,21,72,640,490,1130,,,,,,,,,,,2.6923,408N,CR,204,A-,311D,A,,,2,1
1811,2014,M,,20149,2,2,2,,6,1,N,3.66,3.732,3.529,3.689,R,15,8/16/14,91,82,100,100,94,91,90,57,97,8/16/14,91,82,100,100,94,91,90,57,97,,,,31,34,30,3,3,3,3,3,,,2.6923,408L,B,301,B,311C,Q,,,3,1
1812,2014,W,,20149,2,4,4,B,5,5,N,4.003,3.296,3.722,3.543,A,15,5/25/14,93,88,100,100,97,91,95,71,91,5/25/14,93,88,100,100,97,91,95,71,91,760,660,1420,,,,3,5,4,5,3,2,,2.6923,408C,A,301,A,311C,A,,,4,1
1813,2014,W,,20149,4,E,E,B,3,2,N,,,,,,9,7/28/14,70,71,100,85,71,86,50,21,66,8/18/14,72,71,100,88,74,91,50,21,66,550,630,1180,23,24,24,,,,,,,,2.6923,408N,Q,301,C,311D,B,,,0,0
1814,2014,W,,20149,2,L,L,B,2,2,Y,3.543,3.016,3.157,3.108,A,,,,,,,,,,,,,,,,,,,,,,640,620,1260,,,,,,5,5,,,,2.6923,,,,,301L,A,,,,
1815,2014,M,,20149,2,E,E,I,5,5,N,3.853,2.914,3.574,3.539,R,,,,,,,,,,,,,,,,,,,,,,800,660,1460,,,,,,,,,,,2.6923,340L,Q,,,,,314,B,0,0
1816,2014,M,,20149,2,4,4,,5,4,N,3.933,3.948,3.749,3.841,R,16,5/26/14,79,71,100,88,82,91,80,50,63,5/26/14,95,100,100,100,100,91,95,71,94,700,660,1360,34,32,34,,,5,5,,,,2.6923,408M,A,301,B+,,,,,4,1
1817,2014,M,,20149,2,4,4,,5,5,N,4.443,3.78,4.103,3.876,R,15,6/7/14,96,94,100,100,100,91,95,93,94,6/7/14,96,94,100,100,100,91,95,93,94,800,790,1590,,,,,,5,5,5,,,2.6923,408D,B+,,,,,,,3.333,1
1818,2014,M,,20149,2,U,U,B,1,3,N,3.373,2.84,3.058,3.061,,10,6/3/14,43,35,100,50,44,55,20,7,31,8/10/14,80,82,100,96,65,91,90,43,75,610,570,1180,,,,,,,,,,,2.6923,408K,Q,,,,,,,0,0
1819,2014,W,,20149,2,2,2,,5,5,N,3.753,3.182,3.471,3.45,A,14,6/4/14,94,100,100,100,91,91,100,64,97,6/4/14,94,100,100,100,91,91,100,64,97,660,660,1320,,,,,,4,4,2,3,,2.6923,408L,A,304K,A,,,,,4,1
1820,2014,M,,20149,3,E,E,H,5,5,N,3.913,3.166,3.527,3.538,R,17,5/29/14,89,94,100,96,100,91,90,43,81,5/29/14,89,94,100,96,100,91,90,43,81,740,740,1480,,,,3,5,4,5,,,,2.6923,408D,C+,301,A,,,,,2.333,1
1821,2014,M,,20149,2,L,L,G,5,4,N,3.591,3.686,3.464,3.636,A,15,6/21/14,81,88,100,96,88,86,70,29,72,6/21/14,81,88,100,96,88,86,70,29,72,730,670,1400,31,30,31,4,5,,,,2,,2.6923,408L,B+,,,,,,,3.333,1
1822,2014,W,,20146,2,E,E,A,0,1,Y,3.042,3.157,2.899,3.112,A,15,5/28/14,57,59,100,77,44,77,45,14,41,5/30/14,76,76,100,96,79,86,60,29,66,,,,20,27,25,,1,,,,,,2.6923,408N,A,301,A-,,,,,4,1
1823,2014,W,,20149,2,2,2,,3,6,N,3.633,3.118,3.36,3.277,,16,6/5/14,90,88,100,100,100,91,90,50,81,6/5/14,90,88,100,100,100,91,90,50,81,640,600,1240,,,,,,,,,,,2.6923,408L,A,,,,,,,4,1
1824,2014,M,,20149,2,4,4,C,2,3,N,3.693,3.128,3.15,3.057,A,16,7/6/14,85,82,100,100,88,91,85,50,75,7/6/14,85,82,100,100,88,91,85,50,75,690,690,1380,,,,,,3,3,4,,,2.6923,408D,B-,302,A,,,,,2.666,1
1825,2014,M,,20119,2,E,E,C,2,2,Y,3.303,2.973,2.905,2.808,R,12,,,,,,,,,,,6/27/11,91,82,100,100,85,91,95,71,94,660,510,1170,26,17,23,,1,,,1,,,2.6923,,,456,A-,326M,A,,,,
1826,2014,W,,20149,2,L,L,G,5,4,N,3.363,2.736,3.027,3.158,,,,,,,,,,,,,,,,,,,,,,,620,620,1240,,,,,,,,,,,2.6923,,,,,,,,,,
1827,2014,M,,20149,2,E,E,E,5,4,N,4.093,3.9,3.734,3.816,A,13,5/26/14,91,88,100,100,91,91,80,71,94,5/26/14,91,88,100,100,91,91,80,71,94,720,800,1520,32,35,34,,5,,,5,,,2.6923,408S,Q,301H,A,,,,,0,0
1828,2014,W,,20149,2,L,L,E,4,4,N,3.233,2.782,2.811,3.02,,,,,,,,,,,,,,,,,,,,,,,620,640,1260,,,,,,,,,,,2.6923,,,,,,,,,,
1829,2014,W,,20149,2,U,U,F,6,6,N,3.456,3.552,3.289,3.605,,14,6/10/14,84,88,100,96,82,91,75,36,88,6/10/14,84,88,100,96,82,91,75,36,88,600,590,1190,31,33,31,,,,,,,,2.6923,408C,D+,,,,,,,1.333,0
1830,2014,M,,20149,2,4,4,F,4,4,N,4.053,3.36,3.618,3.461,A,15,6/1/14,85,88,100,92,82,91,75,43,91,6/1/14,85,88,100,92,82,91,75,43,91,770,730,1500,,,,,,5,5,,4,,2.6923,408D,B-,,,,,,,2.666,1
1831,2014,M,,20149,2,E,E,F,4,4,N,3.903,3.276,3.502,3.613,,16,5/29/14,89,94,100,96,94,91,95,57,78,5/29/14,89,94,100,96,94,91,95,57,78,680,790,1470,,,,5,,,,,,,2.6923,408N,B+,301,B,315H,A,,,3.333,1
1832,2014,M,,20149,2,4,4,H,5,4,N,3.673,3.645,3.394,3.697,R,17,6/15/14,93,100,100,100,100,91,90,64,91,6/15/14,93,100,100,100,100,91,90,64,91,720,680,1400,32,34,32,,4,5,5,,,,2.6923,408C,A-,301,B+,,,,,3.666,1
1833,2014,W,,20149,2,2,2,G,5,4,N,3.54,3.607,3.404,3.565,,10,8/6/14,82,94,100,96,79,91,85,43,66,8/6/14,82,94,100,96,79,91,85,43,66,640,610,1250,29,31,27,,,,,,,,2.6923,408K,B-,,,,,,,2.666,1
1834,2014,W,,20149,2,L,L,D,3,3,N,3.493,2.898,3.025,3.012,A,,,,,,,,,,,,,,,,,,,,,,660,640,1300,,,,4,5,,,,,,2.6923,,,,,301M,A,,,,
1835,2014,M,,20129,2,L,L,A,2,1,Y,3.093,2.63,2.778,2.951,A,,8/26/14,65,71,100,81,50,91,75,7,47,8/30/14,87,82,100,100,94,91,100,43,75,510,540,1050,,,,,1,,,,,,2.6923,408K,C,,,,,,,2,1
1836,2014,M,,20149,2,U,U,G,3,2,N,3.973,3.236,3.572,3.333,R,,,,,,,,,,,,,,,,,,,,,,790,660,1450,33,28,28,,,5,5,,,,2.6923,,,,,,,,,,
1837,2014,M,,20149,2,4,4,,6,3,N,4.243,4.009,3.88,3.901,,15,6/23/14,92,94,100,100,97,91,100,57,88,6/23/14,92,94,100,100,97,91,100,57,88,800,710,1510,34,35,34,,,,,,,,2.6923,408C,Q,,,,,,,0,0
1838,2014,W,,20149,2,L,L,F,4,4,N,3.573,2.892,3.231,3.41,,,6/10/14,18,6,65,23,6,14,0,0,31,6/11/14,23,24,88,23,9,14,0,0,34,650,700,1350,,,,,,,,,,,2.6923,,,,,,,,,,
1839,2014,M,,20149,2,L,L,A,1,3,N,3.833,3.264,3.424,3.449,,12,,,,,,,,,,,,,,,,,,,,,670,740,1410,,,,,,,,,,,2.6923,,,,,,,,,,
1840,2014,W,,20149,2,U,U,A,0,1,Y,2.913,2.536,2.547,2.698,R,8,7/29/14,39,29,94,50,29,45,30,0,34,9/11/14,80,94,100,100,76,91,65,36,69,490,520,1010,,,,,,,,,,,2.6923,408C,D,,,,,,,1,0
1841,2014,W,,20149,4,E,E,B,,4,N,,,,,,,7/31/14,57,65,100,73,68,59,35,14,34,7/31/14,57,65,100,73,68,59,35,14,34,650,640,1290,,,,,,,,,,,2.6923,,,,,,,,,,
1842,2014,M,,20149,2,E,E,,5,4,N,3.903,3.845,3.619,3.856,A,14,5/18/14,87,88,100,96,88,91,75,43,97,5/18/14,87,88,100,96,88,91,75,43,97,750,770,1520,34,32,35,5,5,,,5,4,,2.6923,408N,A-,301,A,315H,A,,,3.666,1
1843,2014,M,,20149,2,2,2,,5,4,N,3.882,3.947,3.774,3.855,A,17,6/21/14,94,94,100,100,100,91,100,71,88,6/21/14,94,94,100,100,100,91,100,71,88,750,730,1480,33,34,33,,5,,,,,,2.6923,,,,,,,,,,
1844,2014,W,,20149,2,U,U,,2,5,N,3.243,2.788,2.86,2.847,,7,,,,,,,,,,,,,,,,,,,,,580,550,1130,,,,,,,,,,,2.6923,,,,,,,,,,
1845,2014,M,,20149,2,L,L,D,3,3,N,3.181,3.252,3.014,3.268,,10,6/15/14,88,88,100,100,94,91,100,50,75,6/15/14,88,88,100,100,94,91,100,50,75,,,,25,28,28,,,,,,,,2.6923,408C,C,301,C-,311C,D-,,,2,1
1846,2014,M,,20149,2,L,L,B,4,5,N,3.203,3.02,2.922,3.077,,,,,,,,,,,,,,,,,,,,,,,560,560,1120,22,25,22,,,,,,,,2.6923,,,,,301M,C,,,,
1847,2014,M,,20149,3,E,E,G,4,4,N,3.853,2.992,3.476,3.505,R,18,5/28/14,90,88,100,100,94,91,95,50,88,5/28/14,90,88,100,100,94,91,95,50,88,770,720,1490,,,,,5,5,5,,5,,2.6923,,,,,,,314,A,,
1848,2014,W,,20149,2,E,E,B,0,0,Y,3.333,3.265,3.02,3.165,A,15,5/30/14,90,94,100,100,94,91,85,64,84,5/30/14,90,94,100,100,94,91,85,64,84,600,530,1130,26,24,24,,4,,,,,,2.6923,408C,B,301,B+,,,,,3,1
1849,2014,M,,20119,4,C,C,A,,,U,,,,,,13,8/5/14,32,35,94,38,24,36,10,0,25,8/14/14,87,94,100,100,94,91,100,36,72,,,,,,,,,,,,,,2.6923,316,D,302,D,311D,C-,,,1,0
1850,2014,M,,20149,2,E,E,B,3,2,N,3.873,3.29,3.463,3.276,A,16,5/26/14,86,88,100,96,85,91,85,64,75,5/26/14,86,88,100,96,85,91,85,64,75,720,660,1380,,,,,5,5,5,2,,,2.6923,408C,B,301,A,311C,A,,,3,1
1851,2014,W,,20139,4,C,C,D,5,5,N,,,,,R,9,8/3/14,89,82,100,100,85,91,90,86,81,8/3/14,89,82,100,100,85,91,90,86,81,,,,22,26,24,,,,,,,,2.6923,408N,C-,,,,,312,C,1.666,1
1852,2014,M,,20149,2,2,2,E,5,5,N,4.153,3.458,3.725,3.672,A,17,5/31/14,88,82,100,100,82,91,85,64,91,5/31/14,88,82,100,100,82,91,85,64,91,760,800,1560,,,,5,,5,5,5,5,,2.6923,,,,,,,,,,
1853,2014,W,,20149,3,2,2,G,5,6,N,2.043,9.32,1.586,2.455,,9,6/15/14,57,65,94,77,41,82,55,14,34,8/14/14,73,94,100,100,56,91,55,21,66,540,540,1080,,,,,,,,,,,2.6923,408K,Q,,,,,,,0,0
1854,2014,W,,20146,2,E,E,A,1,0,Y,3.253,3.204,2.939,3.151,,7,5/26/14,62,76,100,81,62,82,45,21,34,5/29/14,80,76,100,96,94,91,45,50,72,570,570,1140,23,22,24,,,,,,,,2.6923,408N,Q,,,,,,,0,0
1855,2014,M,,20149,2,2,2,I,5,4,N,3.385,3.466,3.254,3.402,R,10,,,,,,,,,,,11/20/13,82,88,100,100,88,91,80,14,75,550,510,1060,27,30,28,,,,,,,,2.6923,,,,,301D,B+,,,,
1856,2014,W,,20149,2,3,3,B,4,2,N,3.483,2.946,3.197,3.018,R,,8/14/14,86,88,100,96,94,91,90,36,75,8/14/14,86,88,100,96,94,91,90,36,75,650,540,1190,,,,2,,1,2,,,,2.6923,,,,,,,,,,
1857,2014,W,,20149,2,2,2,C,5,5,N,3.932,4.057,3.849,3.926,A,17,5/26/14,92,88,100,100,88,91,100,79,88,5/26/14,92,88,100,100,88,91,100,79,88,750,680,1430,36,34,34,,,4,4,,4,,2.6923,408C,B+,,,,,,,3.333,1
1858,2014,M,,20149,2,4,4,E,4,4,N,3.983,3.212,3.656,3.435,A,16,6/28/14,95,100,100,100,97,91,100,71,94,6/28/14,95,100,100,100,97,91,100,71,94,750,720,1470,,,,,2,,,3,3,,2.6923,408C,A-,301,A,,,,,3.666,1
1859,2014,W,,20149,2,L,L,A,2,2,Y,3.026,3.094,2.864,3.08,,,8/2/14,61,53,100,77,71,82,40,7,44,8/2/14,61,53,100,77,71,82,40,7,44,,,,22,24,23,2,,,,,,,2.6923,,,,,,,,,,
1860,2014,W,,20149,2,U,U,D,1,1,Y,2.046,2.291,1.889,2.256,,3,,,,,,,,,,,,,,,,,,,,,,,,16,14,16,,,,,,,,2.6923,,,301,Q,325,Q,,,,
1861,2014,M,,20149,2,E,E,I,5,4,N,3.733,2.878,3.275,3.242,A,13,5/26/14,74,76,100,88,68,91,80,21,63,5/27/14,90,94,100,100,85,91,95,86,78,730,690,1420,,,,3,5,,,3,,,2.6923,408S,B+,301,B,,,312,B-,3.333,1
1862,2014,W,,20149,2,E,E,D,0,0,Y,3.813,3.17,3.388,3.281,A,15,5/30/14,60,71,100,73,65,82,35,14,41,7/25/14,93,100,100,100,100,100,90,57,84,720,680,1400,,,,4,,,,,,,2.6923,408N,A-,301,A,311C,A,,,3.666,1
1863,2014,M,,20149,2,U,U,E,2,6,N,3.153,2.622,2.711,2.61,R,11,7/5/14,75,76,100,88,79,91,50,21,72,7/12/14,80,76,100,88,85,91,60,57,72,620,500,1120,,,,,3,,,,,,2.6923,408C,B-,301,B-,,,,,2.666,1
1864,2014,M,,20149,2,4,4,H,4,5,N,4.103,4.088,3.894,3.972,A,17,6/25/14,98,100,100,100,100,91,100,86,100,6/25/14,98,100,100,100,100,91,100,86,100,770,710,1480,36,35,34,,,5,5,5,5,,2.6923,408D,A,,,311C,A,,,4,1
1865,2014,M,,20149,2,L,L,E,3,2,N,3.003,2.987,2.714,2.967,A,11,6/2/14,74,76,100,88,76,91,75,21,56,6/2/14,74,76,100,88,76,91,75,21,56,530,500,1030,22,23,22,,,,,,,,2.6923,408K,Q,,,,,,,0,0
1866,2014,M,,20149,2,U,U,A,3,2,N,3.153,2.69,2.808,2.961,,,,,,,,,,,,,,,,,,,,,,,540,580,1120,26,30,27,,,,,,,,2.6923,,,,,,,,,,
1867,2014,M,,20146,2,4,4,F,5,5,N,3.683,3.022,3.386,3.345,R,11,6/8/14,81,82,100,100,68,91,90,36,75,6/8/14,81,82,100,100,68,91,90,36,75,690,630,1320,,,,,,,,,,,2.6923,408L,F,,,,,,,0,0
1868,2014,W,,20149,2,4,4,B,2,3,N,4.093,3.49,3.783,3.606,A,18,7/6/14,90,88,100,100,91,91,100,71,75,7/6/14,99,100,100,100,100,95,100,100,100,670,770,1440,,,,,,4,4,,,,2.6923,408C,A,301,A,,,,,4,1
1869,2014,M,,20149,2,4,4,D,5,4,N,4.313,3.668,3.97,3.787,A,16,5/16/14,97,100,100,100,100,91,100,86,97,5/16/14,97,100,100,100,100,91,100,86,97,770,800,1570,,,,5,5,5,5,5,5,,2.6923,408D,A,328M,A,,,,,4,1
1870,2014,M,,20149,2,4,4,I,5,5,N,3.903,3.228,3.545,3.402,A,16,5/27/14,96,100,100,100,100,91,90,93,91,5/27/14,96,100,100,100,100,91,90,93,91,740,670,1410,,,,4,5,5,5,,1,,2.6923,408D,B,,,,,,,3,1
1871,2014,M,,20149,2,4,4,B,5,5,N,3.633,2.904,3.134,3.219,R,16,5/30/14,88,88,100,96,88,91,90,79,78,5/30/14,88,88,100,96,88,91,90,79,78,710,710,1420,,,,,5,,,,,,2.6923,408D,Q,,,,,,,0,0
1872,2014,M,,20149,2,2,2,,,,U,3.677,3.781,3.549,3.746,A,17,5/24/14,90,82,100,96,88,91,95,71,88,5/24/14,90,82,100,96,88,91,95,71,88,,,,31,32,31,,,5,5,4,,,2.6923,,,,,,,,,,
1873,2014,W,,20149,2,E,E,F,5,4,N,3.353,3.586,3.229,3.563,A,14,5/27/14,80,82,100,88,85,91,85,50,59,5/27/14,80,82,100,88,85,91,85,50,59,660,670,1330,35,28,32,,5,,,,,,2.6923,,,301,B+,311C,B,,,,
1874,2014,W,,20149,2,U,U,C,3,4,N,2.923,2.514,2.564,2.669,A,,5/25/14,76,82,100,92,59,91,90,36,66,5/25/14,76,82,100,92,59,91,90,36,66,510,500,1010,,,,,,,,,,,2.6923,,,,,,,,,,
1875,2014,M,,20149,2,L,L,D,5,5,N,2.633,2.284,2.244,2.429,,,,,,,,,,,,,,,,,,,,,,,450,460,910,,,,,,,,,,,2.6923,302,F,,,,,,,0,0
1876,2014,W,,20149,2,E,E,G,5,4,N,3.893,3.577,3.518,3.551,R,16,5/28/14,96,94,100,100,94,91,100,79,100,5/28/14,96,94,100,100,94,91,100,79,100,710,710,1420,29,31,30,3,,5,5,,,,2.6923,340L,B+,,,,,312,B,3.333,1
1877,2014,M,,20139,2,4,4,H,5,3,N,3.693,3.15,3.343,3.166,R,,,,,,,,,,,,6/3/13,80,71,100,96,88,91,70,36,72,680,600,1280,,,,,3,,,3,,,2.6923,408M,F,,,,,,,0,0
1878,2014,M,,20149,2,U,U,D,1,1,Y,3.183,2.748,2.88,2.867,A,10,5/29/14,70,71,100,88,74,86,50,7,66,5/29/14,70,71,100,88,74,86,50,7,66,560,510,1070,,,,,,,,,,,2.6923,408K,B,,,,,,,3,1
1879,2014,W,,20129,2,,E,C,0,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,500,410,910,21,19,20,,,,,,,,2.6923,,,,,,,,,,
1880,2014,W,,20149,2,U,U,G,5,4,N,3.243,2.782,2.901,3.04,R,13,8/14/14,61,71,100,73,65,82,40,14,41,8/14/14,61,71,100,73,65,82,40,14,41,550,600,1150,,,,,,,,,,,2.6923,408L,Q,,,,,,,0,0
1881,2014,W,,20149,4,L,L,B,2,2,Y,,,,,,9,8/14/14,75,76,100,88,65,91,90,0,72,8/14/14,75,76,100,88,65,91,90,0,72,,,,20,22,21,,,,,,,,2.6923,,,301,D,,,,,,
1882,2014,M,,20146,2,E,3,F,4,6,N,3.09,3.312,3.004,3.158,,10,5/28/14,46,53,94,65,24,68,30,0,38,8/21/14,65,76,100,88,65,91,70,0,31,500,540,1040,28,21,25,,,,,,,,2.6923,305G,C+,301,Q,,,,,2.333,1
1883,2014,M,,20149,2,U,U,H,5,5,N,3.231,3.447,3.089,3.464,R,12,6/2/14,88,94,100,100,88,91,95,50,81,6/2/14,88,94,100,100,88,91,95,50,81,,,,33,28,28,,2,,,,,,2.6923,408K,B-,,,,,,,2.666,1
1884,2014,M,,20139,2,J,J,D,2,3,N,2.863,2.496,2.497,2.658,,2,8/10/14,86,94,100,96,79,91,95,79,69,8/29/13,89,94,100,100,88,91,100,50,81,480,510,990,19,22,22,,,,,,,,2.6923,,,301,C-,,,,,,
1885,2014,M,,20149,2,4,4,D,5,5,N,3.703,3.621,3.449,3.586,R,15,5/24/14,91,100,100,96,100,91,85,64,81,5/24/14,91,100,100,96,100,91,85,64,81,670,590,1260,28,33,31,,5,5,5,4,,,2.6923,408D,B-,302,A-,311C,B,,,2.666,1
1886,2014,M,,20149,2,2,2,,4,4,N,3.883,3.26,3.548,3.501,R,15,6/18/14,92,94,100,100,94,91,85,86,88,6/18/14,92,94,100,100,94,91,85,86,88,700,700,1400,,,,,,4,5,,,,2.6923,,,,,,,,,,
1887,2014,W,,20149,2,L,L,D,2,5,N,3.683,3.188,3.3,3.367,A,,,,,,,,,,,,,,,,,,,,,,620,710,1330,,,,,3,,,,,,2.6923,,,,,301D,B,,,,
1888,2014,M,,20149,2,U,U,C,2,4,N,3.303,2.71,2.863,3.006,,,,,,,,,,,,,,,,,,,,,,,610,640,1250,,,,,,,,,,,2.6923,,,,,,,,,,
1889,2014,W,,20149,2,E,E,C,3,1,N,3.373,2.94,2.933,3.026,R,13,6/3/14,68,82,100,85,62,86,50,14,56,8/31/14,81,88,100,100,74,91,85,36,72,570,650,1220,,,,,,,,,,,2.6923,408N,W,,,311C,W,,,0,0
1890,2014,M,,20149,2,4,4,A,2,2,Y,3.723,3.094,3.444,3.139,A,10,7/6/14,87,82,100,100,100,91,80,57,72,7/6/14,87,82,100,100,100,91,80,57,72,730,530,1260,,,,,4,,,,,,2.6923,408C,C,,,,,,,2,1
1891,2014,W,,20149,2,E,E,F,4,3,N,3.47,3.592,3.354,3.512,A,16,5/26/14,92,88,100,96,94,91,95,71,91,5/26/14,92,88,100,96,94,91,95,71,91,,,,30,29,28,,,,,,,,2.6923,,,301,A,311C,A,,,,
1892,2014,M,,20149,2,L,L,F,4,4,N,4.093,3.668,3.72,3.579,R,,,,,,,,,,,,,,,,,,,,,,740,730,1470,30,33,31,4,4,,,1,,,2.6923,,,,,,,,,,
1893,2014,W,,20149,2,U,U,B,4,4,N,3.063,2.37,2.693,2.976,,,,,,,,,,,,,,,,,,,,,,,590,600,1190,,,,,,,,,,,2.6923,,,,,,,,,,
1894,2014,W,,20146,2,U,U,B,1,0,Y,3.083,2.924,2.77,2.817,R,,,,,,,,,,,,,,,,,,,,,,510,470,980,23,17,21,2,1,,,,,,2.6923,,,,,,,,,,
